MOL_ID,molecule_ID,molecule_name,mw,hdon,hacc,alogp,halflife,ob,caco2,bbb,dl,FASA,tpsa,rbn
MOL007555,7555,"(1R,4R,5S)-1-isopropyl-4-methyl-3-bicyclo[3.1.0]hexanone",152.260,0,1,1.771,11.2466,73.5935918733,1.30310,1.66566,0.051574,0.28835562,17.07,1
MOL007556,7556,gamma-Terpinyl acetate,196.320,0,2,2.989,2.657971,31.8236507776,1.34205,1.54490,0.052099,0.23908217,26.3,2
MOL007557,7557,γ-gurjunene,204.390,0,0,4.799,,29.5774003608,1.82883,2.08435,0.072039,0.25181964,0,1
MOL007558,7558,(E)-hordenine-O-[6-O-(4-hydroxycinnamoyl)-β-D-glucopyranosyl]-(1-3)-α-L-rhamnopyranoside,619.730,6,13,1.438,,21.1538782273,-1.59044,-2.50648,0.64744,0.35252699,187.84,12
MOL007559,7559,Hordenine,165.260,1,2,1.957,3.630324,46.9569629338,1.17830,1.15058,0.034109,0.34320337,23.47,3
MOL007560,7560,"(2R,3R,4R,5R,6S)-2-methyl-6-[4-(2-methylaminoethyl)phenoxy]tetrahydropyran-3,4,5-triol",297.390,4,6,0.405,1.503264,36.6961075527,-0.24723,-0.73909,0.18514,0.28716826,91.18,5
MOL007561,7561,N-Methyltyramine,151.230,2,2,1.422,2.118017,75.5179165875,1.13420,0.89373,0.028085,0.34113801,32.26,3
MOL007562,7562,(E)-hordenine-(6-O-cinnamoyl-β-D-glucopyranosyl)-(1→3)-α-L-rhamnopyranoside,603.730,5,12,1.706,,13.04848228,-0.96875,-1.74522,0.68343,0.3291305,167.61,12
MOL007563,7563,Yangambin,446.540,0,8,2.602,3.60711,57.5254467314,0.67318,0.00538,0.80801,0.14106452,73.84,8
MOL007564,7564,(E)-hordenine-[6-O-(4-hydroxycinnamoyl)-β-D-glucopyranosyl]-(1→3)-α-L-rhamnopyranoside,619.730,6,13,1.438,,21.1538782273,-1.45402,-2.06762,0.64807,0.33563173,187.84,12
MOL007565,7565,Doederleinic acid,156.150,2,4,-0.412,11.5274,69.2101833874,-0.15627,-0.32084,0.045606,0.29124609,70.06,1
MOL007566,7566,"2,2',3,3'-tetrahydrorobustaflavone",584.610,3,10,5.037,,26.3057083012,-0.05067,-1.17158,0.56473,0.29062578,140.98,6
MOL007567,7567,5-hydroxy-8-[5-(5-hydroxy-4-keto-7-methoxy-chromen-2-yl)-2-methoxy-phenyl]-7-methoxy-2-(4-methoxyphenyl)chromone,594.600,2,10,5.361,,11.5122443758,0.25339,-1.37325,0.52226,0.2409565,137.8,7
MOL007568,7568,heveaflavone,580.570,3,10,5.110,,0.8866273011,0.18519,-1.39148,0.5364,0.26569387,148.8,6
MOL007569,7569,"3-hydroxy-1-(3,5-dimethoxy-4-hydroxyphenyl)propan-1-one",226.250,2,5,0.846,,9.90546801572,0.12548,-0.57427,0.076975,0.20501904,75.99,5
MOL007570,7570,beta-Hydroxypropiovanillone,196.220,2,4,0.862,18.127674,34.9542509599,0.21315,-0.20230,0.055834,0.24955007,66.76,4
MOL007571,7571,5-hydroxy-8-[2-hydroxy-5-(5-hydroxy-4-keto-7-methoxy-chromen-2-yl)phenyl]-2-(4-hydroxyphenyl)-7-methoxy-chromone,566.540,4,10,4.859,,1.34719046387,0.01276,-1.48540,0.58304,0.30528033,159.8,5
MOL007572,7572,Hordenine-O-[(6'-O-trans-cinnamoyl)-4'-O-β-D-glucopyranosyl-α-L-rhamnopyranoside,603.730,5,12,1.706,,13.0484822763,-1.29657,-2.15484,0.67855,0.34581283,167.61,12
MOL007573,7573,Hordenine-O-а-L-rhamnopyranoside,311.420,3,6,0.941,,26.1751994739,-0.11987,-0.54379,0.20995,0.30075169,82.39,5
MOL007574,7574,ACon1_001856,446.540,0,8,2.602,,28.1792869822,0.90986,0.17789,0.80846,0.094947465,73.84,8
MOL007575,7575,notracheloside,536.580,6,12,0.698,,13.9261157311,-1.21171,-2.15376,0.8201,0.29010379,184.6,9
MOL007576,7576,"6-[5-(5,7-dihydroxy-4-keto-chromen-2-yl)-2-methoxy-phenyl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromone",552.510,5,10,4.608,30.059885,44.9583123217,-0.12820,-1.86865,0.62547,0.34595019,170.8,4
MOL007577,7577,"2,4-Dimethylpentane",100.230,0,0,3.156,11.1085,48.9699882712,1.76467,2.21007,0.0063031,0.24574192,0,2
MOL007578,7578,2-Methylpentan-3-one,100.180,0,1,1.552,11.3959,73.9928916624,1.27112,1.72961,0.0074926,0.295398,17.07,2
MOL007579,7579,cis-4-Hydroxy-L-proline,131.150,3,4,-1.147,11.1324,83.5506821416,-0.61485,-0.76768,0.019907,0.28636456,69.56,1
MOL007580,7580,m-Picoline,93.140,0,1,1.166,11.9454,73.7530525589,1.53178,1.88054,0.010174,0.29772168,12.89,0
MOL007581,7581,Pymadin,94.130,2,2,-0.067,12.0207,78.5072925002,0.40277,0.13663,0.01051,0.24532577,38.91,0
MOL007582,7582,MIK,100.180,0,1,1.131,,17.7369932194,1.35925,1.76588,0.0067505,0.27750993,17.07,2
MOL007583,7583,"bergamotol, z-.alpha.-trans",220.390,1,1,3.609,2.471714,34.9277009529,1.26635,1.21213,0.10375,0.24827673,20.23,4
MOL007584,7584,e-nuciferol,218.370,1,1,4.246,,29.3907047499,1.37567,1.34214,0.069575,0.30875546,20.23,5
MOL007585,7585,N-Ethylpyrrole,95.160,0,0,1.478,-3.5237,48.1304586253,1.83334,2.17043,0.0091561,0.075302005,4.93,1
MOL007586,7586,Methylpyrrole,81.130,0,0,1.130,-3.3189,46.5318157749,1.79862,2.09657,0.0066935,0,4.93,0
MOL007587,7587,Azole,67.100,1,0,0.924,,27.75172607,1.75646,2.32034,0.0038124,0.01337602,15.79,0
MOL007588,7588,10(E)-beta-Santalic acid,234.370,1,2,3.872,1.151927,54.763349109,1.06076,1.04839,0.10451,0.3179346,37.3,4
MOL007589,7589,"2-Methylpenta-1,3-diene",82.160,0,0,2.264,11.7551,51.7213676194,1.81310,2.14764,0.0040444,0.39710486,0,1
MOL007591,7591,dihydroagarofuran,222.410,0,1,3.669,-1.72506,108.552542529,1.64341,2.02647,0.12544,0.21645923,9.23,0
MOL007594,7594,SANTALIN,274.290,2,5,2.640,,21.0039028082,0.47141,-0.35303,0.23442,0.23531477,83.83,1
MOL007595,7595,santenone,138.230,0,1,1.730,11.136,88.3710469093,1.26698,1.72131,0.040386,0.25990969,17.07,0
MOL007596,7596,"(Z)-3-(4-hydroxy-3,5-dimethoxy-phenyl)acrolein",208.230,1,4,1.649,4.903952,71.9250214366,0.69917,0.31367,0.066523,0.27624801,55.76,4
MOL007598,7598,"2,2-dimethylchroman-6-carboxylic acid",206.260,1,3,2.531,-1.419113,52.478329253,0.79714,0.61370,0.086244,0.38025859,46.53,1
MOL007599,7599,Friedelanol,428.820,1,1,7.486,,11.2802831202,1.32370,1.01020,0.75518,0.21836494,20.23,0
MOL007600,7600,herbacetin-8-O-α-D-lyxopyranoside,434.380,7,11,0.110,,27.3961793077,-1.20122,-1.97773,0.71085,0.32816255,190.28,3
MOL007601,7601,(+)-L-Alliin,177.250,3,4,-0.831,5.065324,86.6802190187,-0.57358,-1.04499,0.023658,0.37791502,99.6,5
MOL007602,7602,(E)-CH3SCH=CHSCH3,120.260,0,0,0.812,,27.3105219301,1.46169,1.55549,0.0029967,0.52974033,50.6,2
MOL007603,7603,"1,3-Propanedithiol",108.250,0,0,1.108,,6.41013240182,1.20219,1.13789,0.0017744,0.49879807,77.6,2
MOL007604,7604,m-DITHIANE,120.260,0,0,1.272,,13.8592586528,1.46472,1.73955,0.0057679,0.42039546,50.6,0
MOL007605,7605,"2,2-bis(methylthio)propane",136.310,0,0,1.508,,21.2148516889,1.49796,1.67923,0.0088875,0.44655859,50.6,2
MOL007606,7606,"(1R,3R)-1-methyl-2,3,4,9-tetrahydro-1H-$b-carboline-3-carboxylic acid",230.290,3,3,2.103,7.113761,87.5689213056,0.59243,0.27071,0.14976,0.31564668,65.12,1
MOL007607,7607,"(3R)-2,3,4,9-tetrahydro-1H-$b-carboline-3-carboxylic acid",216.260,3,3,1.726,7.117955,86.2561361515,0.50563,0.18641,0.13099,0.29158777,65.12,1
MOL007608,7608,"2,4-Dimethylthiophene",112.210,0,0,2.124,4.3556,57.0518852464,1.68015,1.88096,0.0097506,0.076159246,28.24,0
MOL007609,7609,allyl propyl trisulfide,180.390,0,0,3.466,6.116954,30.6556126577,1.82684,1.99234,0.0095285,0.44197407,75.9,6
MOL007610,7610,21-methyl tricosanoic acid,368.720,1,2,9.813,,18.12216165,1.21284,0.72751,0.32988,0.16899811,37.3,21
MOL007611,7611,"3',5-dihydroxy-4'-methoxyflavone 7-o-α- rhamnosesyl(1.6)-β-d-glucoside",610.620,8,15,-0.482,,13.3346002265,-1.79645,-2.61367,0.6674,0.28264681,234.29,7
MOL007612,7612,"3',5-dihydroxy-4'-methoxyflavone 7-o-β-glucosyl (1.2)-α-d- rhamnoseside",610.620,8,15,-0.482,,11.88967545,-1.89407,-2.87876,0.68156,0.26476258,234.29,7
MOL007613,7613,"3,5-dimethyl-1,2,4-trithiane",166.360,0,0,2.356,,15.3274532441,1.66185,1.95957,0.013092,0.43659511,75.9,0
MOL007614,7614,Allyl isopropyl sulfide,116.250,0,0,2.138,11.471992,50.0737365412,1.67076,1.99139,0.005536,0.35751015,25.3,3
MOL007615,7615,(3S)-3-methylhexane,100.230,0,0,3.361,11.116592,50.6523967551,1.79346,2.22158,0.0058763,0.22862981,0,3
MOL007616,7616,"4',5-dihydroxy flavonoids-7-o-α- glucosyl (1.2)- β-d- rhamnoseside",580.590,8,14,-0.465,,7.08417041629,-1.90388,-2.79177,0.76828,0.31000099,225.06,6
MOL007617,7617,"4-methyl-1,2,3-trithiane",152.330,0,0,2.235,,9.23844760304,1.77481,2.12498,0.0090715,0.49843454,75.9,0
MOL007618,7618,"5-methyl-1,2,3,4-tetrathiane",170.370,0,0,2.763,,7.60785102905,1.78232,2.08305,0.0089406,0.63696402,101.2,0
MOL007619,7619,Methyl allyl sulfide,88.190,0,0,1.412,12.0097,70.0890219971,1.59924,1.83555,0.0018684,0.44131136,25.3,2
MOL007620,7620,Allitridin,178.370,0,0,3.210,,28.4027244173,1.82038,1.98108,0.0098939,0.52189189,75.9,6
MOL007621,7621,DMDS,94.220,0,0,1.386,12.4987,39.2735355647,2.03054,2.18067,0.0008421,0.50923789,50.6,1
MOL007622,7622,methyldisulfanylethane,108.250,0,0,1.735,12.0265,41.373284539,1.92539,2.17002,0.0017533,0.41872251,50.6,2
MOL007624,7624,Thiole,84.150,0,0,1.492,-2.806,31.2190727668,1.61115,1.86671,0.0035859,0,28.24,0
MOL007625,7625,desgalactotigonin7,1035.320,12,22,-1.525,,10.9635196669,-3.15352,-4.13166,0.021239,0.18898578,335.06,11
MOL007626,7626,desgalactotigonin_qt,416.710,1,3,4.952,,16.7070587577,0.78992,0.25329,0.80513,0.19647342,38.69,0
MOL007627,7627,diAllS2,146.300,0,0,2.619,4.42764,49.2833249197,1.80315,1.93629,0.0072429,0.46427065,50.6,5
MOL007628,7628,Methyl trisulfide,126.290,0,0,1.976,,10.7161800036,2.00515,2.26628,0.0016738,0.57559246,75.9,2
MOL007629,7629,SSP-SSP,150.340,0,0,3.131,3.40834,55.5929858197,1.78736,1.87035,0.0068538,0.31054911,50.6,5
MOL007630,7630,PROPYL TRISULFIDE,182.410,0,0,3.721,5.544254,40.6789748741,1.81065,1.91494,0.0094038,0.3677772,75.9,6
MOL007631,7631,Heptadecenoic acid,268.490,1,2,6.801,5.766386,32.5289466337,1.12809,0.88832,0.11979,0.19028592,37.3,14
MOL007632,7632,2-methyldisulfanylpropane,122.280,0,0,2.112,11.9232,32.694898993,1.92175,2.22954,0.0036561,0.43855569,50.6,2
MOL007633,7633,(E)-1-isopropyldisulfanylprop-1-ene,148.320,0,0,2.599,11.166084,30.267740368,1.82295,2.01450,0.0074364,0.42497638,50.6,3
MOL007634,7634,laxogenin,430.690,1,4,3.532,,15.961363933,0.29392,-0.40173,0.7915,0.22634266,55.76,0
MOL007635,7635,Lunularic acid,258.290,3,4,3.330,4.65247,73.8346125084,0.62537,0.23503,0.14801,0.40468949,77.76,4
MOL007636,7636,macrostemonoside a,1065.350,14,23,-2.265,,9.094629263,-3.36853,-4.4737,0.04663,0.21130958,366.29,11
MOL007637,7637,macrostemonoside d_qt,400.710,0,2,6.188,,11.0963462503,1.38815,1.24498,0.81559,0.18647878,18.46,0
MOL007638,7638,macrostemonoside d,1107.390,13,24,-1.886,,9.67560209763,-3.72338,-4.51715,0.044337,0.20814154,372.36,13
MOL007639,7639,macrostemonoside e,1227.510,18,28,-4.685,,7.63895585013,-5.25266,-6.93189,0.023436,0.20488985,456.44,18
MOL007640,7640,macrostemonoside e_qt,416.710,2,3,4.773,4.256253,35.2590007411,0.51699,-0.35185,0.87216,0.21360081,49.69,4
MOL007641,7641,macrostemonoside f,903.190,11,18,-0.468,,7.50275906087,-2.83439,-4.04890,0.044149,0.21175842,287.14,13
MOL007642,7642,macrostemonoside f_qt,416.710,2,3,4.773,,8.91735384494,0.49101,-0.33940,0.87029,0.20888147,49.69,4
MOL007643,7643,methylallyl disulphide,120.260,0,0,2.003,11.9409,73.6427503814,1.94403,2.16789,0.0030405,0.4886663,50.6,3
MOL007644,7644,Methyldithio-1-propene,120.260,0,0,1.872,11.837792,73.25883365,1.93058,2.13153,0.0030206,0.49163771,50.6,2
MOL007645,7645,Methyl 1-propenyl trisulfide,152.330,0,0,2.463,,16.8275155286,1.93554,2.16072,0.0044972,0.56319684,75.9,3
MOL007646,7646,"2,3-Dithiahexane",122.280,0,0,2.258,11.4618,70.1439147001,1.92876,2.20759,0.002984,0.39420718,50.6,3
MOL007647,7647,Propyl methyl trisulfide,154.350,0,0,2.849,11.2613,58.68268817,1.92394,2.16278,0.004472,0.45617628,75.9,4
MOL007648,7648,APDS,148.320,0,0,2.875,3.92594,58.4830481408,1.80440,2.00202,0.0070074,0.38734984,50.6,5
MOL007649,7649,2-propyldisulfanylpropane,150.340,0,0,2.985,10.645876,59.5675859315,1.80368,2.01487,0.0073471,0.3160626,50.6,4
MOL007650,7650,PGA(sup 1),336.520,2,4,4.490,1.950644,43.9825089761,0.01932,-0.75889,0.25437,0.27060044,74.6,13
MOL007651,7651,Prostaglandin B1,336.520,2,4,4.669,1.510372,40.2077712067,0.03227,-0.81869,0.25384,0.25076458,74.6,13
MOL007653,7653,stigmasterol-3-o-β-d-glucoside,560.900,4,6,5.436,,21.19873764,-0.12765,-0.8682,0.66982,0.22074601,99.38,7
MOL007654,7654,stigmasterol-3-o-β-d-glucoside_qt,398.740,1,1,7.183,,12.4028074084,1.29191,0.90303,0.72146,0.23732014,20.23,4
MOL007655,7655,angroside C,784.840,9,19,-0.351,,6.47637518403,-2.55652,-3.50994,0.38119,0.25083113,282.21,15
MOL007656,7656,scropolioside A,752.790,5,18,-1.373,,12.9951111959,-2.24429,-3.21822,0.34651,0.29457158,247.96,15
MOL007657,7657,scropolioside A_qt,590.630,2,13,0.374,12.18443,38.6269128734,-0.98934,-1.58199,0.76521,0.29447895,168.81,12
MOL007658,7658,14-deoxy-12(R)-sulfoandrographolide,414.570,3,7,1.497,5.163974,62.56911324,-0.38445,-1.10046,0.42153,0.29779953,129.51,5
MOL007659,7659,scropolioside D,722.760,5,17,-1.356,16.343719,36.6167672913,-1.97331,-2.84262,0.40304,0.3198708,238.73,14
MOL007660,7660,scropolioside D_qt,560.600,2,12,0.391,12.27013,33.1688183567,-0.93802,-1.57637,0.82369,0.34320062,159.58,11
MOL007662,7662,harpagoside_qt,332.380,3,6,0.171,10.547897,122.865513481,-0.17128,-0.55923,0.31986,0.32298028,96.22,4
MOL007663,7663,catapol,362.370,6,10,-3.767,,3.96104704033,-1.82508,-3.02637,0.43924,0.22030029,161.6,4
MOL007665,7665,geniposide_qt,226.250,2,5,-0.505,,4.57957314535,-0.42161,-1.03180,0.09795,0.25464341,75.99,3
MOL007666,7666,5-(methylthio)valeronitrile,129.250,0,1,1.551,4.26454,66.3223643287,1.47014,1.55178,0.0075833,0.35779953,49.09,4
MOL007667,7667,6'-O-cinnamoylharpagirle,492.570,6,10,-0.491,,13.05539451,-1.26285,-1.98341,0.82401,0.33603147,166.14,7
MOL007668,7668,6'-O-cinnamoylharpagirle_qt 2,200.260,4,4,-1.255,,27.7459756,-0.50485,-0.84863,0.080095,0.2408939,80.92,0
MOL007669,7669,6-O-methylcatalpol,376.400,5,10,-3.358,,5.80181664953,-1.29025,-1.90181,0.48129,0.1974977,150.6,5
MOL007670,7670,6-O-methylcatalpol_qt,214.240,2,5,-1.612,6.634495,60.2795497846,-0.04357,-0.21791,0.1145,0.19597813,71.45,2
MOL007671,7671,harpagide,364.390,7,10,-3.387,,9.76231911584,-2.12924,-2.81693,0.35502,0.24918845,169.3,3
MOL007672,7672,7-hydroxy-9-hydroxymethyl-3-oxo-,182.240,2,3,-0.361,9.331019,44.4938513975,-0.53749,-0.74925,0.059797,0.21336466,57.53,1
MOL007673,7673,cistanoside D,652.710,7,15,0.885,,12.9059506467,-1.59097,-2.56638,0.58585,0.27427217,223.29,13
MOL007674,7674,abrusin,476.470,6,11,0.177,,3.56288660171,-0.98959,-1.87844,0.77797,0.237727,179.28,5
MOL007675,7675,abrusin-2'-O-apioside,608.600,8,15,-1.231,,5.87768083941,-2.07253,-2.84480,0.75848,0.27686691,238.2,8
MOL007676,7676,"(4R,4aR,6aR,6aS,6bR,8aR,10S,12aS)-4,10-dihydroxy-2,2,4a,6a,6b,9,9,12a-octamethyl-3,4,5,6,6a,7,8,8a,10,11,12,14-dodecahydro-1H-picen-13-one",456.780,2,3,5.044,3.04105,36.3529785335,0.25393,-0.66624,0.74437,0.26129031,57.53,0
MOL007677,7677,aldehydo-L-arabinose,150.150,4,5,-2.173,11.53336,31.88526274,-1.70682,-4.19279,0.022125,0.28180394,97.99,4
MOL007678,7678,precatorine,289.260,2,6,0.606,5.422031,85.0609051859,0.01169,-0.36220,0.19104,0.06342531,110.77,4
MOL007679,7679,hypaphorine,246.340,1,2,0.184,,1.95546478787,0.61518,0.47409,0.11955,0.050511826,55.92,4
MOL007680,7680,Abrine,218.280,3,3,1.681,-1.363644,70.8320807925,0.64531,0.44145,0.091854,0.26622605,65.12,4
MOL007681,7681,sophoradiol,442.800,2,2,6.202,,17.54567174,0.80514,0.04706,0.75586,0.2334992,40.46,0
MOL007682,7682,abricin,400.710,1,2,6.524,4.58625,40.7324000026,0.90948,0.37917,0.72575,0.21185705,37.3,6
MOL007683,7683,abridin,368.610,0,2,4.967,,21.0135776905,0.91385,0.36099,0.64783,0.29169175,34.14,3
MOL007684,7684,abrectorin,314.310,2,6,2.569,16.492993,32.1654772828,0.57316,-0.50004,0.30593,0.25152969,89.13,3
MOL007685,7685,Hydroferulic,196.220,2,4,1.642,2.035669,34.6744834455,0.50368,0.06878,0.057147,0.29426485,66.76,4
MOL007686,7686,"3,6-Dimethylphenanthrene",206.300,0,0,4.619,,16.36515036,1.95981,1.78086,0.13075,0.46741953,0,0
MOL007687,7687,Dimethylcaffeic acid,208.230,1,4,1.869,2.962323,45.8321256634,0.72633,0.33925,0.066908,0.28979519,55.76,4
MOL007688,7688,desacetylanguidine,322.440,2,5,0.926,,18.6388880562,-0.00907,-0.20596,0.30344,0.26559097,75.99,3
MOL007689,7689,stigmast-7-enol,410.750,1,1,7.389,,12.2907957055,1.33964,0.89783,0.76028,0.23857877,20.23,5
MOL007690,7690,stigmast-7-enol-glucoside,576.950,4,6,6.337,,20.6695013769,-0.22168,-0.92142,0.6298,0.22603686,99.38,9
MOL007691,7691,stigmast-7-enol-glucoside_qt,414.790,1,1,8.084,5.213843,37.4231206717,1.25870,0.86102,0.75122,0.22070974,20.23,6
MOL007692,7692,"dichotomide,i",339.380,2,6,1.933,,15.296427055,0.22253,-0.77488,0.41685,0.26126969,99.5,6
MOL007693,7693,"dichotomide,ii",339.380,3,6,1.867,,25.9441830587,0.28119,-0.64324,0.41656,0.24826783,102.66,5
MOL007694,7694,"dichotomin,h",902.220,7,17,3.257,,3.34712552718,-0.79671,-1.40259,0.14064,0.33773565,243.65,9
MOL007695,7695,"dichotomin,i",944.310,7,17,4.488,,12.74588513,-0.78956,-1.3363,0.12699,0.32998914,243.65,11
MOL007696,7696,"dichotomin,j",664.890,7,13,2.902,,10.1202210816,-0.92365,-1.52209,0.521,0.37313747,194.83,8
MOL007697,7697,"dichotomin,k",1016.390,9,20,4.354,,9.44976481594,-1.34536,-1.87985,0.09068,0.31794158,284.78,10
MOL007698,7698,"dichotomine,a",256.280,3,4,2.407,,17.9887091513,0.18725,-0.59901,0.19651,0.34220684,84.56,2
MOL007699,7699,"dichotomine,b",272.280,4,5,1.519,,23.0154780516,-0.45394,-1.07359,0.22585,0.30526897,104.79,3
MOL007700,7700,"dichotomine,c",286.310,3,5,1.770,,23.4779406267,-0.06244,-0.79021,0.25183,0.24675386,93.79,4
MOL007701,7701,"dichotomine,d",328.400,3,5,3.099,10.059825,38.7962724019,-0.01733,-0.88196,0.35567,0.27395499,93.79,7
MOL007702,7702,"3-[3-[5-(2-carboxyethyl)-2-hydroxy-3-methoxyphenyl]-5-methoxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]propanoic acid",552.580,7,13,1.067,2.158821,31.5987570643,-2.00752,-2.42826,0.74125,0.2684615,212.67,12
MOL007703,7703,3-[3-[5-(2-carboxyethyl)-2-hydroxy-3-methoxyphenyl]-4-hydroxy-5-methoxyphenyl]propanoic acid,390.420,4,8,2.972,,5.77340468099,-0.32058,-1.44120,0.39975,0.29304013,133.52,9
MOL007704,7704,"dichotomoside,b",610.670,7,14,0.841,3.697399,48.5657388257,-1.79923,-2.72381,0.68809,0.24917305,221.9,16
MOL007705,7705,"dichotomoside,c_qt",448.510,4,9,2.746,,5.18692537757,-0.54760,-1.99043,0.56599,0.25076804,142.75,13
MOL007706,7706,"dichotomoside,c",610.670,7,14,0.841,4.674287,48.8742380725,-1.34924,-2.15234,0.69711,0.2147823,221.9,16
MOL007707,7707,"dichotomoside,d",668.760,7,15,0.615,1.774814,49.6878265263,-2.03819,-3.37450,0.58535,0.22431867,231.13,20
MOL007708,7708,"dichotomoside,d_qt",506.600,4,10,2.520,,3.53878355171,-0.60150,-2.31804,0.68039,0.22018215,151.98,17
MOL007709,7709,"butyl 3-[3-methoxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]propanoate",414.500,4,9,1.317,3.34602,32.9799505402,-0.93293,-1.50274,0.46409,0.23228358,134.91,11
MOL007710,7710,"dichotomoside,e_qt",252.340,1,4,3.221,,8.42092889005,0.89044,0.47562,0.10534,0.24447604,55.76,8
MOL007711,7711,"glucodichotomine,b",434.440,7,10,-0.228,,8.42087072054,-1.71595,-2.47972,0.75386,0.30717385,183.94,6
MOL007712,7712,"glucodichotomine,b_qt",273.290,4,5,-1.348,,28.4491961736,-0.37295,-0.92295,0.22528,0,104.26,3
MOL007713,7713,Stellaria cyclopeptide,518.640,8,13,-1.173,,8.66971857083,-1.38387,-2.09149,0.5545,0.40471455,208.82,13
MOL007714,7714,1-methoxyacetylshikonin,344.390,1,6,3.064,29.69474,73.0903430075,0.23712,-0.50530,0.2922,0.35656324,89.9,6
MOL007715,7715,"[(1R)-1-(5,8-dihydroxy-1,4-dioxo-2-naphthyl)-4-methyl-pent-3-enyl] propanoate",344.390,2,6,3.440,28.172219,54.643687626,0.24512,-0.29985,0.29157,0.35920539,100.9,6
MOL007716,7716,acetylshikonin,330.360,2,6,2.773,29.07924,62.3878472272,0.30466,-0.31171,0.26672,0.35339743,100.9,5
MOL007717,7717,"Alkannin beta,beta-dimethylacrylate",370.430,2,6,4.320,,6.08839751463,0.43823,-0.04064,0.35308,0.35729364,100.9,6
MOL007718,7718,Methyl nervonate,380.730,0,2,9.824,,25.6165122977,1.46797,0.90995,0.38014,0.1600536,26.3,22
MOL007719,7719,Arnebin 7,272.320,2,4,3.496,29.63223,73.8482146,0.7421,0.06902,0.17627,0.36170855,74.6,3
MOL007720,7720,(2R)-3-oxo-2-phenylbutanenitrile,159.200,0,2,1.310,-1.91372,43.0328391306,0.88081,0.65070,0.035776,0.51371682,40.86,2
MOL007721,7721,Totarol,286.500,1,1,5.979,,15.7797456994,1.68563,1.72744,0.24865,0.25321805,20.23,1
MOL007722,7722,Isoarnebin 4,288.320,3,5,2.394,29.326562,64.7932851339,0.05990,-0.65199,0.1971,0.36881489,94.83,3
MOL007723,7723,Alkannan,274.340,2,4,3.746,28.983538,74.87726969,0.61267,-0.06186,0.17375,0.34323102,74.6,4
MOL007724,7724,SENECIC ACID,100.130,1,2,1.316,11.7879,62.3246717714,0.83808,1.02214,0.0074151,0.33136427,37.3,1
MOL007725,7725,5-Methylphthalide,148.170,0,2,1.925,,25.849967416,1.25583,1.29074,0.041608,0.40350217,26.3,0
MOL007726,7726,ETHYL DOCOSANOATE,368.720,0,2,9.705,,15.7921041668,1.48782,1.26923,0.32486,0.16916554,26.3,22
MOL007727,7727,Ethyl senecioate,128.190,0,2,1.916,10.794676,30.7312340338,1.26471,1.44023,0.012667,0.26567757,26.3,3
MOL007728,7728,lithospermidin A,388.450,3,7,3.083,27.497813,75.075805412,-0.13489,-0.68656,0.38198,0.34567502,121.13,7
MOL007729,7729,shikonofuran C,358.470,3,5,5.091,,4.90144349101,0.65908,-0.07493,0.30229,0.27636734,90.9,8
MOL007730,7730,shikonofuran B,358.470,3,5,5.301,,4.8247298388,0.70847,-0.00529,0.30527,0.29482129,90.9,8
MOL007731,7731,arnebinol,244.360,1,2,4.497,7.110219,56.663056841,1.36448,1.22633,0.1409,0.31549934,29.46,0
MOL007732,7732,arnebinone,302.400,0,4,2.132,,20.8089420139,1.05567,0.80833,0.20265,0.23245284,52.6,4
MOL007733,7733,"Butyric acid, 3-hydroxy-3-methyl-",276.410,2,3,3.615,-3.436807,31.9050919066,0.56379,0.32086,0.14354,0.28504187,57.53,4
MOL007734,7734,"5-[(E)-5-(3-furyl)-2-methyl-pent-2-enyl]-2,3-dimethoxy-p-benzoquinone",316.380,0,5,2.276,-11.112082,61.7973710552,0.91785,0.32364,0.23522,0.19373922,65.74,7
MOL007735,7735,Des-O-methyllasiodiplodin,278.380,2,4,4.340,5.060719,30.1196554847,0.83038,0.46481,0.20418,0.28753999,66.76,0
MOL007736,7736,Lithospermidin B,388.450,3,7,2.872,26.020906,60.4769666385,-0.16300,-0.74204,0.38526,0.33534065,121.13,7
MOL007737,7737,alpha-methyl-n-butylshikonin,372.450,2,6,4.359,,6.33909120034,0.33563,-0.15314,0.34655,0.35123178,100.9,7
MOL007738,7738,beta-acetoxyisovalerylshikonin,430.490,2,8,3.311,,5.02962956263,0.11278,-0.44394,0.50201,0.31408232,127.2,9
MOL007739,7739,"[(1R)-1-(5,8-dihydroxy-1,4-dioxo-2-naphthyl)-4-methyl-pent-3-enyl] 3-hydroxy-3-methyl-butanoate",388.450,3,7,2.932,,7.92590750811,-0.24206,-0.76089,0.38869,0.35677525,121.13,7
MOL007740,7740,"[(1R)-1-(5,8-dihydroxy-1,4-dioxo-2-naphthyl)-4-methyl-pent-3-enyl] 2-methylpropanoate",358.420,2,6,3.903,,6.48099967985,0.36693,-0.00662,0.31729,0.36409134,100.9,6
MOL007741,7741,epimedin c,822.890,10,19,-0.087,,6.05608552903,-2.76522,-3.89303,0.31765,0.24177888,297.12,11
